## Mon Oct 24 05:02:52 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WA5_RS02870	196627.cg0661	2.76e-308	839.0	COG3266@1|root,COG3266@2|Bacteria,2GP1Z@201174|Actinobacteria,22K4B@1653|Corynebacteriaceae	201174|Actinobacteria	S	type VII secretion protein EccB	eccB	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0030312,GO:0031224,GO:0031226,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	T7SS_ESX1_EccB
WA5_RS02875	196627.cg0662	0.0	1058.0	COG0277@1|root,COG0277@2|Bacteria,2GKQR@201174|Actinobacteria,22KR8@1653|Corynebacteriaceae	201174|Actinobacteria	C	FAD FMN-containing dehydrogenases	-	-	-	-	-	-	-	-	-	-	-	-	FAD_binding_4
WA5_RS02880	196627.cg0663	0.0	888.0	COG2230@1|root,COG2230@2|Bacteria,2GJ94@201174|Actinobacteria,22M6K@1653|Corynebacteriaceae	201174|Actinobacteria	M	Cyclopropane fatty acid synthase and related methyltransferases	cfa	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	2.1.1.79	ko:K00574	-	-	-	-	ko00000,ko01000	-	-	-	CMAS
WA5_RS02885	196627.cg0664	5.02e-100	290.0	2DJFP@1|root,305ZD@2|Bacteria,2HNII@201174|Actinobacteria,22NIE@1653|Corynebacteriaceae	201174|Actinobacteria	S	Putative transmembrane protein (PGPGW)	-	-	-	-	-	-	-	-	-	-	-	-	PGPGW
WA5_RS02890	196627.cg0665	1.09e-291	797.0	COG1404@1|root,COG1404@2|Bacteria,2GIRE@201174|Actinobacteria,22KYE@1653|Corynebacteriaceae	201174|Actinobacteria	M	Belongs to the peptidase S8 family	mycP4	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009405,GO:0009986,GO:0016020,GO:0016021,GO:0016787,GO:0017171,GO:0019538,GO:0030312,GO:0031224,GO:0031226,GO:0032879,GO:0040007,GO:0043170,GO:0044238,GO:0044419,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0051046,GO:0051049,GO:0051704,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564	3.4.21.66	ko:K08651,ko:K14645,ko:K14743	ko02024,map02024	-	-	-	ko00000,ko00001,ko01000,ko01002,ko03110	-	-	-	Peptidase_S8
WA5_RS02895	196627.cg0666	2.56e-308	843.0	2B6TV@1|root,31ZT6@2|Bacteria,2GSCJ@201174|Actinobacteria,22K0B@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	eccD	-	-	-	-	-	-	-	-	-	-	-	YukD
WA5_RS02900	196627.cg0668	0.0	2325.0	COG1674@1|root,COG1674@2|Bacteria,2GJBR@201174|Actinobacteria,22KB2@1653|Corynebacteriaceae	201174|Actinobacteria	D	DNA segregation ATPase FtsK SpoIIIE and related proteins	eccCa	GO:0002790,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008104,GO:0008150,GO:0009306,GO:0009405,GO:0009605,GO:0009607,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0020012,GO:0030312,GO:0030682,GO:0031224,GO:0031226,GO:0032940,GO:0033036,GO:0040007,GO:0042783,GO:0042886,GO:0043207,GO:0044110,GO:0044116,GO:0044117,GO:0044315,GO:0044403,GO:0044413,GO:0044415,GO:0044419,GO:0044425,GO:0044459,GO:0044464,GO:0045184,GO:0046903,GO:0050896,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051707,GO:0051805,GO:0051807,GO:0051810,GO:0051832,GO:0051834,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0055085,GO:0071702,GO:0071705,GO:0071806,GO:0071944,GO:0075136	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_SpoIIIE
WA5_RS02905	196627.cg0669	2.88e-218	602.0	2BK9J@1|root,32EPR@2|Bacteria,2H6Z5@201174|Actinobacteria,22N71@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS02910	196627.cg0671	1.06e-69	210.0	COG4842@1|root,COG4842@2|Bacteria,2GXFS@201174|Actinobacteria,22NT8@1653|Corynebacteriaceae	201174|Actinobacteria	S	Belongs to the WXG100 family	-	-	-	-	-	-	-	-	-	-	-	-	WXG100
WA5_RS02915	196627.cg0672	5.19e-60	185.0	COG4842@1|root,COG4842@2|Bacteria,2IKPN@201174|Actinobacteria,22NUE@1653|Corynebacteriaceae	201174|Actinobacteria	S	Belongs to the WXG100 family	esxT	-	-	ko:K14956	ko05152,map05152	-	-	-	ko00000,ko00001	-	-	-	WXG100
WA5_RS02920	196627.cg0673	7.91e-104	300.0	COG0102@1|root,COG0102@2|Bacteria,2IFG1@201174|Actinobacteria,22JNJ@1653|Corynebacteriaceae	201174|Actinobacteria	J	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly	rplM	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0019538,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02871	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L13
WA5_RS02925	196627.cg0674	3.11e-118	339.0	COG0103@1|root,COG0103@2|Bacteria,2GNDY@201174|Actinobacteria,22KYK@1653|Corynebacteriaceae	201174|Actinobacteria	J	Belongs to the universal ribosomal protein uS9 family	rpsI	GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9
WA5_RS02930	196627.cg0675	9e-310	845.0	COG1109@1|root,COG1109@2|Bacteria,2GN87@201174|Actinobacteria,22KM2@1653|Corynebacteriaceae	201174|Actinobacteria	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate	glmM	GO:0008150,GO:0040007	5.4.2.10	ko:K03431	ko00520,ko01100,ko01130,map00520,map01100,map01130	-	R02060	RC00408	ko00000,ko00001,ko01000	-	-	-	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV
WA5_RS02935	196627.cg0676	1.02e-66	202.0	2A01I@1|root,30N3P@2|Bacteria,2I0AH@201174|Actinobacteria,22PSU@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS02940	196627.cg0678	1.92e-230	649.0	COG3064@1|root,COG3064@2|Bacteria,2GU46@201174|Actinobacteria,22KXG@1653|Corynebacteriaceae	201174|Actinobacteria	M	Membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS02945	196627.cg0679	6.81e-29	104.0	2BJIJ@1|root,32DVI@2|Bacteria,2HWM8@201174|Actinobacteria,22PSN@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS02950	196627.cg0680	5.51e-204	564.0	COG0412@1|root,COG0412@2|Bacteria,2GKWS@201174|Actinobacteria,22KBS@1653|Corynebacteriaceae	201174|Actinobacteria	Q	Dienelactone hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Chlorophyllase,Chlorophyllase2,DLH
WA5_RS02955	196627.cg0681	1.16e-266	729.0	COG0787@1|root,COG0787@2|Bacteria,2GM2Y@201174|Actinobacteria,22JR7@1653|Corynebacteriaceae	201174|Actinobacteria	M	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0006022,GO:0006023,GO:0006024,GO:0006082,GO:0006520,GO:0006522,GO:0006523,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0008784,GO:0009058,GO:0009059,GO:0009078,GO:0009079,GO:0009252,GO:0009273,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0019842,GO:0030170,GO:0030203,GO:0030632,GO:0034645,GO:0036094,GO:0036361,GO:0040007,GO:0042546,GO:0043167,GO:0043168,GO:0043170,GO:0043436,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044281,GO:0044283,GO:0046144,GO:0046145,GO:0046394,GO:0046416,GO:0046436,GO:0046437,GO:0047661,GO:0048037,GO:0050662,GO:0070279,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0097159,GO:1901135,GO:1901137,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N,TsaE
WA5_RS02960	196627.cg0682	1.6e-114	328.0	COG0802@1|root,COG0802@2|Bacteria,2IKV2@201174|Actinobacteria,22N8N@1653|Corynebacteriaceae	201174|Actinobacteria	S	ATPase or kinase	tsaE	GO:0008150,GO:0040007	-	ko:K06925	-	-	-	-	ko00000,ko03016	-	-	-	TsaE
WA5_RS02965	196627.cg0683	0.0	993.0	COG0569@1|root,COG2985@1|root,COG0569@2|Bacteria,COG2985@2|Bacteria,2GKDW@201174|Actinobacteria,22KAK@1653|Corynebacteriaceae	201174|Actinobacteria	P	TrkA C-terminal domain protein	-	-	-	ko:K07085	-	-	-	-	ko00000	2.A.81	-	-	Asp-Al_Ex,TrkA_C
WA5_RS02970	196627.cg0684	1.95e-316	861.0	COG0596@1|root,COG0596@2|Bacteria,2GK03@201174|Actinobacteria,22K69@1653|Corynebacteriaceae	201174|Actinobacteria	S	hydrolases or acyltransferases (alpha beta hydrolase superfamily)	pip	-	3.4.11.5	ko:K01259	ko00330,map00330	-	R00135	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Abhydrolase_1
WA5_RS02975	196627.cg0685	6.34e-155	435.0	COG1214@1|root,COG1214@2|Bacteria,2GMTM@201174|Actinobacteria,22MXV@1653|Corynebacteriaceae	201174|Actinobacteria	O	Universal bacterial protein YeaZ	yeaZ	GO:0002949,GO:0005575,GO:0005618,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0030312,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0070525,GO:0071704,GO:0071944,GO:0090304,GO:1901360	-	ko:K14742	-	-	-	-	ko00000,ko03016	-	-	-	Peptidase_M22
WA5_RS02980	196627.cg0686	1.53e-123	351.0	COG0454@1|root,COG0456@2|Bacteria,2IM9R@201174|Actinobacteria,22N8B@1653|Corynebacteriaceae	201174|Actinobacteria	K	Acetyltransferase	rimI	GO:0003674,GO:0003824,GO:0004596,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0031365,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0051604,GO:0071704,GO:1901564	2.3.1.128	ko:K03789	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_1
WA5_RS02985	196627.cg0687	2.08e-240	661.0	COG0533@1|root,COG0533@2|Bacteria,2GJ98@201174|Actinobacteria,22JTK@1653|Corynebacteriaceae	201174|Actinobacteria	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction	tsaD	GO:0000408,GO:0002949,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070525,GO:0071704,GO:0090304,GO:1901360	2.3.1.234	ko:K01409	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Acetyltransf_1,Peptidase_M22
WA5_RS02990	196627.cg0688	0.0	1103.0	COG0062@1|root,COG0063@1|root,COG0062@2|Bacteria,COG0063@2|Bacteria,2GJHB@201174|Actinobacteria,22JRY@1653|Corynebacteriaceae	201174|Actinobacteria	G	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	nnrD	-	4.2.1.136,5.1.99.6	ko:K17758,ko:K17759	-	-	-	-	ko00000,ko01000	-	-	-	Carb_kinase,YjeF_N
WA5_RS02995	196627.cg0689	3.11e-96	280.0	2ANS1@1|root,31DRZ@2|Bacteria,2HHCJ@201174|Actinobacteria,22NEH@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS03000	196627.cg0690	1.64e-62	191.0	COG0234@1|root,COG0234@2|Bacteria,2IKTH@201174|Actinobacteria,22NGT@1653|Corynebacteriaceae	201174|Actinobacteria	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter	groS	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0019899,GO:0030312,GO:0031323,GO:0031326,GO:0033554,GO:0034605,GO:0035375,GO:0035966,GO:0040007,GO:0042221,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046872,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0061077,GO:0065007,GO:0071944,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K04078	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	Cpn10
WA5_RS03005	1121353.H924_02865	0.0	906.0	COG0459@1|root,COG0459@2|Bacteria,2GKC9@201174|Actinobacteria,22JVA@1653|Corynebacteriaceae	201174|Actinobacteria	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	groL1	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009987,GO:0016465,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0051082,GO:0061077,GO:0101031,GO:1990220	-	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	-	-	-	Cpn60_TCP1
WA5_RS03010	196627.cg0695	8.08e-72	215.0	2CC1Y@1|root,32S23@2|Bacteria,2IQS5@201174|Actinobacteria,22NM6@1653|Corynebacteriaceae	201174|Actinobacteria	K	Acts as a transcriptional regulator. Probably redox- responsive. The apo- but not holo-form probably binds DNA	wblB	-	-	ko:K18955	-	-	-	-	ko00000,ko03000	-	-	-	Whib
WA5_RS03015	196627.cg0696	9.6e-125	356.0	COG1595@1|root,COG1595@2|Bacteria,2GM8T@201174|Actinobacteria,22K9T@1653|Corynebacteriaceae	201174|Actinobacteria	K	Belongs to the sigma-70 factor family. ECF subfamily	sigD	-	-	ko:K03088	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r2,Sigma70_r4,Sigma70_r4_2
WA5_RS03020	196627.cg0697	7.14e-178	503.0	2B18Y@1|root,31TPE@2|Bacteria,2IFHT@201174|Actinobacteria,22NZR@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS03025	196627.cg0698	6.4e-93	270.0	2DHRC@1|root,32U9K@2|Bacteria,2II2K@201174|Actinobacteria,22NHS@1653|Corynebacteriaceae	201174|Actinobacteria	S	Family of unknown function (DUF5319)	-	-	-	-	-	-	-	-	-	-	-	-	DUF5319
WA5_RS03030	196627.cg0699	0.0	966.0	COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,2GITZ@201174|Actinobacteria,22KUY@1653|Corynebacteriaceae	201174|Actinobacteria	F	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth	guaB	GO:0003674,GO:0003824,GO:0003938,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006183,GO:0006195,GO:0006204,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009125,GO:0009126,GO:0009127,GO:0009128,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009154,GO:0009156,GO:0009158,GO:0009161,GO:0009163,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009169,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009261,GO:0009987,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046037,GO:0046039,GO:0046040,GO:0046128,GO:0046129,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:0097292,GO:0097293,GO:1901068,GO:1901070,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901659	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	CBS,IMPDH
WA5_RS03035	196627.cg0700	1.07e-264	725.0	COG0516@1|root,COG0516@2|Bacteria,2GKVS@201174|Actinobacteria,22JTT@1653|Corynebacteriaceae	201174|Actinobacteria	F	IMP dehydrogenase GMP reductase	guaB3	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	IMPDH
WA5_RS03040	196627.cg0701	2.32e-204	566.0	COG5006@1|root,COG5006@2|Bacteria,2GJKB@201174|Actinobacteria,22K81@1653|Corynebacteriaceae	201174|Actinobacteria	S	permease, DMT superfamily	-	-	-	ko:K11939	-	-	-	-	ko00000,ko02000	2.A.7.3.6	-	-	EamA
WA5_RS03045	196627.cg0702	1.78e-209	580.0	COG0583@1|root,COG0583@2|Bacteria,2GM99@201174|Actinobacteria,22M3X@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
WA5_RS03050	196627.cg0703	0.0	1031.0	COG0518@1|root,COG0519@1|root,COG0518@2|Bacteria,COG0519@2|Bacteria,2GM09@201174|Actinobacteria,22JT4@1653|Corynebacteriaceae	201174|Actinobacteria	F	Catalyzes the synthesis of GMP from XMP	guaA	GO:0003674,GO:0003824,GO:0003921,GO:0003922,GO:0005575,GO:0005618,GO:0005623,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0034404,GO:0034641,GO:0034654,GO:0040007,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046037,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	6.3.5.2	ko:K01951	ko00230,ko00983,ko01100,map00230,map00983,map01100	M00050	R01230,R01231,R08244	RC00010,RC00204	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase,GMP_synt_C,NAD_synthase
WA5_RS03055	196627.cg0704	8.55e-99	287.0	2DMCV@1|root,32MX3@2|Bacteria,2HNUJ@201174|Actinobacteria,22P2W@1653|Corynebacteriaceae	201174|Actinobacteria	S	Immunity protein 68	-	-	-	-	-	-	-	-	-	-	-	-	Imm68
WA5_RS03060	196627.cg0706	2.67e-270	739.0	COG1983@1|root,COG1983@2|Bacteria,2GIVS@201174|Actinobacteria,22MK8@1653|Corynebacteriaceae	201174|Actinobacteria	KT	stress-responsive transcriptional regulator	pspC	-	-	-	-	-	-	-	-	-	-	-	DUF2154,PspC
WA5_RS03065	196627.cg0707	6.74e-261	718.0	COG1983@1|root,COG4585@1|root,COG1983@2|Bacteria,COG4585@2|Bacteria,2GJ4J@201174|Actinobacteria,22KKP@1653|Corynebacteriaceae	201174|Actinobacteria	T	Signal transduction histidine kinase	tcsS3	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HATPase_c_2,PspC
WA5_RS03070	196627.cg0709	7.65e-154	433.0	COG2197@1|root,COG2197@2|Bacteria,2GIVA@201174|Actinobacteria,22KEP@1653|Corynebacteriaceae	201174|Actinobacteria	K	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	tcsR3	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
WA5_RS03075	196627.cg0710	1.02e-67	205.0	2AWIZ@1|root,31NFK@2|Bacteria,2HNUM@201174|Actinobacteria,22P2Y@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS03080	196627.cg0711	5.16e-99	288.0	2B4TC@1|root,31XJX@2|Bacteria,2H8NB@201174|Actinobacteria,22NZF@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
